,episode,actions,rewards
9230,9230,500,500.0
9231,9231,500,500.0
9232,9232,500,500.0
9233,9233,500,500.0
9234,9234,500,500.0
9235,9235,500,500.0
9236,9236,500,500.0
9237,9237,500,500.0
9238,9238,500,500.0
9239,9239,500,500.0
9240,9240,500,500.0
9241,9241,500,500.0
9242,9242,500,500.0
9243,9243,500,500.0
9244,9244,500,500.0
9245,9245,500,500.0
9246,9246,500,500.0
9247,9247,500,500.0
9248,9248,88,88.0
9249,9249,500,500.0
9250,9250,500,500.0
9251,9251,500,500.0
9252,9252,500,500.0
9253,9253,500,500.0
9254,9254,500,500.0
9255,9255,500,500.0
9256,9256,500,500.0
9257,9257,500,500.0
9258,9258,500,500.0
9259,9259,500,500.0
9260,9260,500,500.0
9261,9261,500,500.0
9262,9262,500,500.0
9263,9263,500,500.0
9264,9264,500,500.0
9265,9265,500,500.0
9266,9266,500,500.0
9267,9267,500,500.0
9268,9268,500,500.0
9269,9269,500,500.0
9270,9270,500,500.0
9271,9271,500,500.0
9272,9272,500,500.0
9273,9273,500,500.0
9274,9274,500,500.0
9275,9275,500,500.0
9276,9276,500,500.0
9277,9277,500,500.0
9278,9278,500,500.0
9279,9279,500,500.0
9280,9280,500,500.0
9281,9281,500,500.0
9282,9282,500,500.0
9283,9283,500,500.0
9284,9284,500,500.0
9285,9285,500,500.0
9286,9286,500,500.0
9287,9287,500,500.0
9288,9288,500,500.0
9289,9289,500,500.0
9290,9290,500,500.0
9291,9291,500,500.0
9292,9292,500,500.0
9293,9293,500,500.0
9294,9294,500,500.0
9295,9295,500,500.0
9296,9296,500,500.0
9297,9297,500,500.0
9298,9298,500,500.0
9299,9299,500,500.0
9300,9300,500,500.0
9301,9301,500,500.0
9302,9302,500,500.0
9303,9303,500,500.0
9304,9304,500,500.0
9305,9305,500,500.0
9306,9306,500,500.0
9307,9307,500,500.0
9308,9308,500,500.0
9309,9309,500,500.0
9310,9310,500,500.0
9311,9311,500,500.0
9312,9312,500,500.0
9313,9313,500,500.0
9314,9314,500,500.0
9315,9315,500,500.0
9316,9316,500,500.0
9317,9317,500,500.0
9318,9318,500,500.0
9319,9319,500,500.0
9320,9320,500,500.0
9321,9321,500,500.0
9322,9322,500,500.0
9323,9323,500,500.0
9324,9324,500,500.0
9325,9325,500,500.0
9326,9326,500,500.0
9327,9327,500,500.0
9328,9328,500,500.0
9329,9329,500,500.0
9330,9330,500,500.0
9331,9331,500,500.0
9332,9332,500,500.0
9333,9333,500,500.0
9334,9334,500,500.0
9335,9335,500,500.0
9336,9336,500,500.0
9337,9337,500,500.0
9338,9338,500,500.0
9339,9339,500,500.0
9340,9340,500,500.0
9341,9341,500,500.0
9342,9342,500,500.0
9343,9343,500,500.0
9344,9344,500,500.0
9345,9345,500,500.0
9346,9346,500,500.0
9347,9347,500,500.0
9348,9348,500,500.0
9349,9349,500,500.0
9350,9350,500,500.0
9351,9351,500,500.0
9352,9352,500,500.0
9353,9353,500,500.0
9354,9354,500,500.0
9355,9355,500,500.0
9356,9356,500,500.0
9357,9357,500,500.0
9358,9358,500,500.0
9359,9359,500,500.0
9360,9360,500,500.0
9361,9361,500,500.0
9362,9362,500,500.0
9363,9363,500,500.0
9364,9364,500,500.0
9365,9365,500,500.0
9366,9366,500,500.0
9367,9367,500,500.0
9368,9368,500,500.0
9369,9369,500,500.0
9370,9370,500,500.0
9371,9371,500,500.0
9372,9372,500,500.0
9373,9373,500,500.0
9374,9374,500,500.0
9375,9375,500,500.0
9376,9376,500,500.0
9377,9377,500,500.0
9378,9378,500,500.0
9379,9379,500,500.0
9380,9380,500,500.0
9381,9381,500,500.0
9382,9382,500,500.0
9383,9383,500,500.0
9384,9384,500,500.0
9385,9385,500,500.0
9386,9386,500,500.0
9387,9387,500,500.0
9388,9388,500,500.0
9389,9389,500,500.0
9390,9390,500,500.0
9391,9391,500,500.0
9392,9392,500,500.0
9393,9393,500,500.0
9394,9394,500,500.0
9395,9395,500,500.0
9396,9396,500,500.0
9397,9397,500,500.0
9398,9398,500,500.0
9399,9399,500,500.0
9400,9400,500,500.0
9401,9401,500,500.0
9402,9402,500,500.0
9403,9403,500,500.0
9404,9404,500,500.0
9405,9405,500,500.0
9406,9406,500,500.0
9407,9407,500,500.0
9408,9408,500,500.0
9409,9409,500,500.0
9410,9410,500,500.0
9411,9411,500,500.0
9412,9412,500,500.0
9413,9413,500,500.0
9414,9414,500,500.0
9415,9415,500,500.0
9416,9416,500,500.0
9417,9417,500,500.0
9418,9418,500,500.0
9419,9419,500,500.0
9420,9420,500,500.0
9421,9421,500,500.0
9422,9422,500,500.0
9423,9423,500,500.0
9424,9424,500,500.0
9425,9425,500,500.0
9426,9426,500,500.0
9427,9427,500,500.0
9428,9428,500,500.0
9429,9429,500,500.0
9430,9430,500,500.0
9431,9431,500,500.0
9432,9432,500,500.0
9433,9433,500,500.0
9434,9434,500,500.0
9435,9435,500,500.0
9436,9436,500,500.0
9437,9437,500,500.0
9438,9438,500,500.0
9439,9439,500,500.0
9440,9440,500,500.0
9441,9441,500,500.0
9442,9442,500,500.0
9443,9443,500,500.0
9444,9444,500,500.0
9445,9445,500,500.0
9446,9446,500,500.0
9447,9447,500,500.0
9448,9448,500,500.0
9449,9449,500,500.0
9450,9450,500,500.0
9451,9451,500,500.0
9452,9452,500,500.0
9453,9453,500,500.0
9454,9454,500,500.0
9455,9455,500,500.0
9456,9456,500,500.0
9457,9457,500,500.0
9458,9458,500,500.0
9459,9459,500,500.0
9460,9460,500,500.0
9461,9461,500,500.0
9462,9462,500,500.0
9463,9463,500,500.0
9464,9464,500,500.0
9465,9465,500,500.0
9466,9466,500,500.0
9467,9467,500,500.0
9468,9468,500,500.0
9469,9469,500,500.0
9470,9470,500,500.0
9471,9471,500,500.0
9472,9472,500,500.0
9473,9473,500,500.0
9474,9474,500,500.0
9475,9475,500,500.0
9476,9476,500,500.0
9477,9477,500,500.0
9478,9478,500,500.0
9479,9479,500,500.0
9480,9480,500,500.0
9481,9481,500,500.0
9482,9482,500,500.0
9483,9483,500,500.0
9484,9484,500,500.0
9485,9485,500,500.0
9486,9486,500,500.0
9487,9487,500,500.0
9488,9488,500,500.0
9489,9489,500,500.0
9490,9490,500,500.0
9491,9491,500,500.0
9492,9492,500,500.0
9493,9493,500,500.0
9494,9494,500,500.0
9495,9495,500,500.0
9496,9496,500,500.0
9497,9497,500,500.0
9498,9498,500,500.0
9499,9499,500,500.0
9500,9500,500,500.0
9501,9501,500,500.0
9502,9502,500,500.0
9503,9503,500,500.0
9504,9504,500,500.0
9505,9505,500,500.0
9506,9506,500,500.0
9507,9507,500,500.0
9508,9508,500,500.0
9509,9509,500,500.0
9510,9510,500,500.0
9511,9511,500,500.0
9512,9512,500,500.0
9513,9513,500,500.0
9514,9514,500,500.0
9515,9515,500,500.0
9516,9516,500,500.0
9517,9517,500,500.0
9518,9518,500,500.0
9519,9519,500,500.0
9520,9520,500,500.0
9521,9521,500,500.0
9522,9522,500,500.0
9523,9523,500,500.0
9524,9524,500,500.0
9525,9525,500,500.0
9526,9526,500,500.0
9527,9527,500,500.0
9528,9528,500,500.0
9529,9529,500,500.0
9530,9530,500,500.0
9531,9531,500,500.0
9532,9532,500,500.0
9533,9533,500,500.0
9534,9534,500,500.0
9535,9535,500,500.0
9536,9536,500,500.0
9537,9537,500,500.0
9538,9538,500,500.0
9539,9539,500,500.0
9540,9540,500,500.0
9541,9541,500,500.0
9542,9542,500,500.0
9543,9543,500,500.0
9544,9544,500,500.0
9545,9545,500,500.0
9546,9546,500,500.0
9547,9547,500,500.0
9548,9548,500,500.0
9549,9549,500,500.0
9550,9550,500,500.0
9551,9551,500,500.0
9552,9552,500,500.0
9553,9553,500,500.0
9554,9554,500,500.0
9555,9555,500,500.0
9556,9556,84,84.0
9557,9557,500,500.0
9558,9558,500,500.0
9559,9559,500,500.0
9560,9560,500,500.0
9561,9561,500,500.0
9562,9562,500,500.0
9563,9563,500,500.0
9564,9564,500,500.0
9565,9565,500,500.0
9566,9566,500,500.0
9567,9567,500,500.0
9568,9568,500,500.0
9569,9569,500,500.0
9570,9570,500,500.0
9571,9571,500,500.0
9572,9572,500,500.0
9573,9573,500,500.0
9574,9574,500,500.0
9575,9575,500,500.0
9576,9576,500,500.0
9577,9577,500,500.0
9578,9578,500,500.0
9579,9579,500,500.0
9580,9580,500,500.0
9581,9581,500,500.0
9582,9582,500,500.0
9583,9583,500,500.0
9584,9584,500,500.0
9585,9585,500,500.0
9586,9586,500,500.0
9587,9587,500,500.0
9588,9588,500,500.0
9589,9589,500,500.0
9590,9590,500,500.0
9591,9591,500,500.0
9592,9592,500,500.0
9593,9593,500,500.0
9594,9594,500,500.0
9595,9595,500,500.0
9596,9596,500,500.0
9597,9597,500,500.0
9598,9598,500,500.0
9599,9599,500,500.0
9600,9600,500,500.0
9601,9601,500,500.0
9602,9602,500,500.0
9603,9603,500,500.0
9604,9604,500,500.0
9605,9605,500,500.0
9606,9606,500,500.0
9607,9607,500,500.0
9608,9608,500,500.0
9609,9609,500,500.0
9610,9610,500,500.0
9611,9611,500,500.0
9612,9612,500,500.0
9613,9613,500,500.0
9614,9614,500,500.0
9615,9615,500,500.0
9616,9616,500,500.0
9617,9617,500,500.0
9618,9618,500,500.0
9619,9619,500,500.0
9620,9620,500,500.0
9621,9621,500,500.0
9622,9622,500,500.0
9623,9623,500,500.0
9624,9624,500,500.0
9625,9625,500,500.0
9626,9626,500,500.0
9627,9627,500,500.0
9628,9628,500,500.0
9629,9629,500,500.0
9630,9630,500,500.0
9631,9631,500,500.0
9632,9632,500,500.0
9633,9633,500,500.0
9634,9634,500,500.0
9635,9635,500,500.0
9636,9636,500,500.0
9637,9637,500,500.0
9638,9638,500,500.0
9639,9639,500,500.0
9640,9640,500,500.0
9641,9641,500,500.0
9642,9642,500,500.0
9643,9643,500,500.0
9644,9644,500,500.0
9645,9645,500,500.0
9646,9646,500,500.0
9647,9647,500,500.0
9648,9648,500,500.0
9649,9649,500,500.0
9650,9650,500,500.0
9651,9651,500,500.0
9652,9652,500,500.0
9653,9653,500,500.0
9654,9654,500,500.0
9655,9655,500,500.0
9656,9656,500,500.0
9657,9657,500,500.0
9658,9658,500,500.0
9659,9659,500,500.0
9660,9660,500,500.0
9661,9661,500,500.0
9662,9662,500,500.0
9663,9663,500,500.0
9664,9664,500,500.0
9665,9665,500,500.0
9666,9666,500,500.0
9667,9667,500,500.0
9668,9668,500,500.0
9669,9669,500,500.0
9670,9670,500,500.0
9671,9671,500,500.0
9672,9672,500,500.0
9673,9673,500,500.0
9674,9674,500,500.0
9675,9675,500,500.0
9676,9676,500,500.0
9677,9677,500,500.0
9678,9678,500,500.0
9679,9679,500,500.0
9680,9680,500,500.0
9681,9681,500,500.0
9682,9682,500,500.0
9683,9683,500,500.0
9684,9684,500,500.0
9685,9685,500,500.0
9686,9686,500,500.0
9687,9687,500,500.0
9688,9688,500,500.0
9689,9689,500,500.0
9690,9690,500,500.0
9691,9691,500,500.0
9692,9692,500,500.0
9693,9693,500,500.0
9694,9694,500,500.0
9695,9695,500,500.0
9696,9696,500,500.0
9697,9697,500,500.0
9698,9698,500,500.0
9699,9699,500,500.0
9700,9700,500,500.0
9701,9701,500,500.0
9702,9702,500,500.0
9703,9703,500,500.0
9704,9704,500,500.0
9705,9705,500,500.0
9706,9706,500,500.0
9707,9707,500,500.0
9708,9708,500,500.0
9709,9709,500,500.0
9710,9710,500,500.0
9711,9711,500,500.0
9712,9712,500,500.0
9713,9713,500,500.0
9714,9714,500,500.0
9715,9715,500,500.0
9716,9716,500,500.0
9717,9717,500,500.0
9718,9718,500,500.0
9719,9719,500,500.0
9720,9720,500,500.0
9721,9721,500,500.0
9722,9722,500,500.0
9723,9723,500,500.0
9724,9724,500,500.0
9725,9725,500,500.0
9726,9726,500,500.0
9727,9727,500,500.0
9728,9728,500,500.0
9729,9729,500,500.0
9730,9730,500,500.0
9731,9731,500,500.0
9732,9732,500,500.0
9733,9733,500,500.0
9734,9734,500,500.0
9735,9735,500,500.0
9736,9736,500,500.0
9737,9737,500,500.0
9738,9738,500,500.0
9739,9739,500,500.0
9740,9740,500,500.0
9741,9741,500,500.0
9742,9742,500,500.0
9743,9743,500,500.0
9744,9744,500,500.0
9745,9745,500,500.0
9746,9746,500,500.0
9747,9747,500,500.0
9748,9748,500,500.0
9749,9749,500,500.0
9750,9750,500,500.0
9751,9751,500,500.0
9752,9752,500,500.0
9753,9753,500,500.0
9754,9754,500,500.0
9755,9755,500,500.0
9756,9756,500,500.0
9757,9757,500,500.0
9758,9758,500,500.0
9759,9759,500,500.0
9760,9760,500,500.0
9761,9761,500,500.0
9762,9762,500,500.0
9763,9763,500,500.0
9764,9764,500,500.0
9765,9765,500,500.0
9766,9766,500,500.0
9767,9767,500,500.0
9768,9768,500,500.0
9769,9769,500,500.0
9770,9770,500,500.0
9771,9771,500,500.0
9772,9772,500,500.0
9773,9773,500,500.0
9774,9774,500,500.0
9775,9775,500,500.0
9776,9776,500,500.0
9777,9777,500,500.0
9778,9778,500,500.0
9779,9779,500,500.0
9780,9780,500,500.0
9781,9781,500,500.0
9782,9782,500,500.0
9783,9783,500,500.0
9784,9784,500,500.0
9785,9785,500,500.0
9786,9786,500,500.0
9787,9787,500,500.0
9788,9788,500,500.0
9789,9789,500,500.0
9790,9790,500,500.0
9791,9791,500,500.0
9792,9792,500,500.0
9793,9793,500,500.0
9794,9794,500,500.0
9795,9795,500,500.0
9796,9796,500,500.0
9797,9797,500,500.0
9798,9798,500,500.0
9799,9799,500,500.0
9800,9800,500,500.0
9801,9801,500,500.0
9802,9802,500,500.0
9803,9803,500,500.0
9804,9804,500,500.0
9805,9805,500,500.0
9806,9806,500,500.0
9807,9807,500,500.0
9808,9808,500,500.0
9809,9809,500,500.0
9810,9810,500,500.0
9811,9811,500,500.0
9812,9812,500,500.0
9813,9813,500,500.0
9814,9814,500,500.0
9815,9815,500,500.0
9816,9816,500,500.0
9817,9817,500,500.0
9818,9818,500,500.0
9819,9819,500,500.0
9820,9820,500,500.0
9821,9821,500,500.0
9822,9822,500,500.0
9823,9823,500,500.0
9824,9824,500,500.0
9825,9825,500,500.0
9826,9826,500,500.0
9827,9827,500,500.0
9828,9828,500,500.0
9829,9829,500,500.0
9830,9830,500,500.0
9831,9831,500,500.0
9832,9832,500,500.0
9833,9833,500,500.0
9834,9834,500,500.0
9835,9835,500,500.0
9836,9836,500,500.0
9837,9837,500,500.0
9838,9838,500,500.0
9839,9839,500,500.0
9840,9840,500,500.0
9841,9841,500,500.0
9842,9842,500,500.0
9843,9843,500,500.0
9844,9844,500,500.0
9845,9845,500,500.0
9846,9846,500,500.0
9847,9847,500,500.0
9848,9848,500,500.0
9849,9849,500,500.0
9850,9850,500,500.0
9851,9851,500,500.0
9852,9852,500,500.0
9853,9853,500,500.0
9854,9854,500,500.0
9855,9855,500,500.0
9856,9856,500,500.0
9857,9857,500,500.0
9858,9858,500,500.0
9859,9859,500,500.0
9860,9860,500,500.0
9861,9861,500,500.0
9862,9862,500,500.0
9863,9863,500,500.0
9864,9864,500,500.0
9865,9865,500,500.0
9866,9866,500,500.0
9867,9867,500,500.0
9868,9868,500,500.0
9869,9869,500,500.0
9870,9870,500,500.0
9871,9871,500,500.0
9872,9872,500,500.0
9873,9873,500,500.0
9874,9874,500,500.0
9875,9875,500,500.0
9876,9876,500,500.0
9877,9877,500,500.0
9878,9878,500,500.0
9879,9879,500,500.0
9880,9880,500,500.0
9881,9881,500,500.0
9882,9882,500,500.0
9883,9883,500,500.0
9884,9884,500,500.0
9885,9885,500,500.0
9886,9886,500,500.0
9887,9887,500,500.0
9888,9888,500,500.0
9889,9889,500,500.0
9890,9890,500,500.0
9891,9891,500,500.0
9892,9892,500,500.0
9893,9893,500,500.0
9894,9894,500,500.0
9895,9895,500,500.0
9896,9896,500,500.0
9897,9897,500,500.0
9898,9898,500,500.0
9899,9899,500,500.0
9900,9900,500,500.0
9901,9901,500,500.0
9902,9902,500,500.0
9903,9903,500,500.0
9904,9904,500,500.0
9905,9905,500,500.0
9906,9906,500,500.0
9907,9907,500,500.0
9908,9908,500,500.0
9909,9909,500,500.0
9910,9910,500,500.0
9911,9911,500,500.0
9912,9912,500,500.0
9913,9913,500,500.0
9914,9914,500,500.0
9915,9915,500,500.0
9916,9916,500,500.0
9917,9917,500,500.0
9918,9918,500,500.0
9919,9919,500,500.0
9920,9920,500,500.0
9921,9921,500,500.0
9922,9922,500,500.0
9923,9923,500,500.0
9924,9924,500,500.0
9925,9925,500,500.0
9926,9926,500,500.0
9927,9927,500,500.0
9928,9928,500,500.0
9929,9929,500,500.0
9930,9930,500,500.0
9931,9931,500,500.0
9932,9932,500,500.0
9933,9933,500,500.0
9934,9934,500,500.0
9935,9935,500,500.0
9936,9936,500,500.0
9937,9937,500,500.0
9938,9938,500,500.0
9939,9939,500,500.0
9940,9940,500,500.0
9941,9941,500,500.0
9942,9942,500,500.0
9943,9943,500,500.0
9944,9944,500,500.0
9945,9945,500,500.0
9946,9946,500,500.0
9947,9947,500,500.0
9948,9948,500,500.0
9949,9949,500,500.0
9950,9950,500,500.0
9951,9951,500,500.0
9952,9952,500,500.0
9953,9953,500,500.0
9954,9954,500,500.0
9955,9955,500,500.0
9956,9956,500,500.0
9957,9957,500,500.0
9958,9958,500,500.0
9959,9959,500,500.0
9960,9960,500,500.0
9961,9961,500,500.0
9962,9962,500,500.0
9963,9963,500,500.0
9964,9964,500,500.0
9965,9965,95,95.0
9966,9966,500,500.0
9967,9967,500,500.0
9968,9968,500,500.0
9969,9969,500,500.0
9970,9970,500,500.0
9971,9971,500,500.0
9972,9972,500,500.0
9973,9973,500,500.0
9974,9974,500,500.0
9975,9975,500,500.0
9976,9976,500,500.0
9977,9977,500,500.0
9978,9978,500,500.0
9979,9979,500,500.0
9980,9980,500,500.0
9981,9981,500,500.0
9982,9982,500,500.0
9983,9983,500,500.0
9984,9984,500,500.0
9985,9985,500,500.0
9986,9986,500,500.0
9987,9987,500,500.0
9988,9988,500,500.0
9989,9989,500,500.0
9990,9990,500,500.0
9991,9991,500,500.0
9992,9992,500,500.0
9993,9993,500,500.0
9994,9994,86,86.0
9995,9995,500,500.0
9996,9996,500,500.0
9997,9997,500,500.0
9998,9998,500,500.0
9999,9999,500,500.0
10000,10000,500,500.0
10001,10001,500,500.0
10002,10002,500,500.0
10003,10003,500,500.0
10004,10004,500,500.0
10005,10005,500,500.0
10006,10006,500,500.0
10007,10007,500,500.0
10008,10008,500,500.0
10009,10009,500,500.0
10010,10010,500,500.0
10011,10011,500,500.0
10012,10012,500,500.0
10013,10013,500,500.0
10014,10014,500,500.0
10015,10015,500,500.0
10016,10016,500,500.0
10017,10017,500,500.0
10018,10018,500,500.0
10019,10019,500,500.0
10020,10020,500,500.0
10021,10021,500,500.0
10022,10022,97,97.0
10023,10023,500,500.0
10024,10024,500,500.0
10025,10025,500,500.0
10026,10026,500,500.0
10027,10027,500,500.0
10028,10028,101,101.0
10029,10029,500,500.0
10030,10030,500,500.0
10031,10031,500,500.0
10032,10032,500,500.0
10033,10033,500,500.0
10034,10034,500,500.0
10035,10035,500,500.0
10036,10036,500,500.0
10037,10037,500,500.0
10038,10038,500,500.0
10039,10039,500,500.0
10040,10040,500,500.0
10041,10041,500,500.0
10042,10042,500,500.0
10043,10043,96,96.0
10044,10044,500,500.0
10045,10045,500,500.0
10046,10046,500,500.0
10047,10047,500,500.0
10048,10048,500,500.0
10049,10049,106,106.0
10050,10050,500,500.0
10051,10051,500,500.0
10052,10052,500,500.0
10053,10053,500,500.0
10054,10054,500,500.0
10055,10055,500,500.0
10056,10056,500,500.0
10057,10057,500,500.0
10058,10058,500,500.0
10059,10059,500,500.0
10060,10060,500,500.0
10061,10061,500,500.0
10062,10062,500,500.0
10063,10063,500,500.0
10064,10064,500,500.0
10065,10065,500,500.0
10066,10066,102,102.0
10067,10067,500,500.0
10068,10068,103,103.0
10069,10069,500,500.0
10070,10070,500,500.0
10071,10071,500,500.0
10072,10072,101,101.0
10073,10073,500,500.0
10074,10074,500,500.0
10075,10075,500,500.0
10076,10076,500,500.0
10077,10077,500,500.0
10078,10078,500,500.0
10079,10079,500,500.0
10080,10080,500,500.0
10081,10081,500,500.0
10082,10082,500,500.0
10083,10083,500,500.0
10084,10084,500,500.0
10085,10085,500,500.0
10086,10086,500,500.0
10087,10087,500,500.0
10088,10088,500,500.0
10089,10089,500,500.0
10090,10090,500,500.0
10091,10091,500,500.0
10092,10092,500,500.0
10093,10093,500,500.0
10094,10094,500,500.0
10095,10095,500,500.0
10096,10096,500,500.0
10097,10097,500,500.0
10098,10098,500,500.0
10099,10099,500,500.0
10100,10100,500,500.0
10101,10101,500,500.0
10102,10102,500,500.0
10103,10103,500,500.0
10104,10104,500,500.0
10105,10105,500,500.0
10106,10106,500,500.0
10107,10107,500,500.0
10108,10108,500,500.0
10109,10109,500,500.0
10110,10110,500,500.0
10111,10111,500,500.0
10112,10112,500,500.0
10113,10113,500,500.0
10114,10114,500,500.0
10115,10115,500,500.0
10116,10116,500,500.0
10117,10117,500,500.0
10118,10118,500,500.0
10119,10119,100,100.0
10120,10120,500,500.0
10121,10121,500,500.0
10122,10122,500,500.0
10123,10123,500,500.0
10124,10124,500,500.0
10125,10125,500,500.0
10126,10126,500,500.0
10127,10127,500,500.0
10128,10128,500,500.0
10129,10129,500,500.0
10130,10130,500,500.0
10131,10131,500,500.0
10132,10132,500,500.0
10133,10133,500,500.0
10134,10134,500,500.0
10135,10135,500,500.0
10136,10136,500,500.0
10137,10137,88,88.0
10138,10138,500,500.0
10139,10139,95,95.0
10140,10140,500,500.0
10141,10141,500,500.0
10142,10142,500,500.0
10143,10143,500,500.0
10144,10144,500,500.0
10145,10145,500,500.0
10146,10146,500,500.0
10147,10147,500,500.0
10148,10148,500,500.0
10149,10149,500,500.0
10150,10150,500,500.0
10151,10151,500,500.0
10152,10152,500,500.0
10153,10153,500,500.0
10154,10154,500,500.0
10155,10155,500,500.0
10156,10156,500,500.0
10157,10157,500,500.0
10158,10158,500,500.0
10159,10159,500,500.0
10160,10160,500,500.0
10161,10161,500,500.0
10162,10162,500,500.0
10163,10163,500,500.0
10164,10164,500,500.0
10165,10165,500,500.0
10166,10166,500,500.0
10167,10167,500,500.0
10168,10168,500,500.0
10169,10169,500,500.0
10170,10170,500,500.0
10171,10171,500,500.0
10172,10172,500,500.0
10173,10173,500,500.0
10174,10174,500,500.0
10175,10175,500,500.0
10176,10176,500,500.0
10177,10177,500,500.0
10178,10178,500,500.0
10179,10179,500,500.0
10180,10180,500,500.0
10181,10181,500,500.0
10182,10182,500,500.0
10183,10183,500,500.0
10184,10184,500,500.0
10185,10185,500,500.0
10186,10186,500,500.0
10187,10187,500,500.0
10188,10188,500,500.0
10189,10189,500,500.0
10190,10190,500,500.0
10191,10191,500,500.0
10192,10192,500,500.0
10193,10193,500,500.0
10194,10194,500,500.0
10195,10195,500,500.0
10196,10196,500,500.0
10197,10197,500,500.0
10198,10198,500,500.0
10199,10199,500,500.0
10200,10200,500,500.0
10201,10201,500,500.0
10202,10202,500,500.0
10203,10203,500,500.0
10204,10204,500,500.0
10205,10205,500,500.0
10206,10206,500,500.0
10207,10207,500,500.0
10208,10208,500,500.0
10209,10209,500,500.0
10210,10210,500,500.0
10211,10211,500,500.0
10212,10212,500,500.0
10213,10213,500,500.0
10214,10214,500,500.0
10215,10215,500,500.0
10216,10216,500,500.0
10217,10217,500,500.0
10218,10218,500,500.0
10219,10219,500,500.0
10220,10220,500,500.0
10221,10221,500,500.0
10222,10222,500,500.0
10223,10223,500,500.0
10224,10224,500,500.0
10225,10225,500,500.0
10226,10226,500,500.0
10227,10227,500,500.0
10228,10228,500,500.0
10229,10229,500,500.0
10230,10230,500,500.0
10231,10231,500,500.0
10232,10232,500,500.0
10233,10233,500,500.0
10234,10234,500,500.0
10235,10235,500,500.0
10236,10236,500,500.0
10237,10237,500,500.0
10238,10238,500,500.0
10239,10239,500,500.0
10240,10240,500,500.0
10241,10241,500,500.0
10242,10242,500,500.0
10243,10243,500,500.0
10244,10244,500,500.0
10245,10245,500,500.0
10246,10246,500,500.0
10247,10247,500,500.0
10248,10248,500,500.0
10249,10249,500,500.0
10250,10250,500,500.0
10251,10251,500,500.0
10252,10252,500,500.0
10253,10253,500,500.0
10254,10254,500,500.0
10255,10255,500,500.0
10256,10256,500,500.0
10257,10257,500,500.0
10258,10258,500,500.0
10259,10259,500,500.0
10260,10260,500,500.0
10261,10261,500,500.0
10262,10262,500,500.0
10263,10263,500,500.0
10264,10264,500,500.0
10265,10265,500,500.0
10266,10266,500,500.0
10267,10267,500,500.0
10268,10268,500,500.0
10269,10269,500,500.0
10270,10270,500,500.0
10271,10271,500,500.0
10272,10272,500,500.0
10273,10273,500,500.0
10274,10274,500,500.0
10275,10275,500,500.0
10276,10276,500,500.0
10277,10277,500,500.0
10278,10278,500,500.0
10279,10279,500,500.0
10280,10280,500,500.0
10281,10281,500,500.0
10282,10282,500,500.0
10283,10283,500,500.0
10284,10284,500,500.0
10285,10285,500,500.0
10286,10286,500,500.0
10287,10287,500,500.0
10288,10288,500,500.0
10289,10289,500,500.0
10290,10290,500,500.0
10291,10291,500,500.0
10292,10292,500,500.0
10293,10293,500,500.0
10294,10294,500,500.0
10295,10295,500,500.0
10296,10296,500,500.0
10297,10297,500,500.0
10298,10298,500,500.0
10299,10299,500,500.0
10300,10300,500,500.0
10301,10301,500,500.0
10302,10302,500,500.0
10303,10303,500,500.0
10304,10304,500,500.0
10305,10305,500,500.0
10306,10306,500,500.0
10307,10307,500,500.0
10308,10308,500,500.0
10309,10309,500,500.0
10310,10310,500,500.0
10311,10311,500,500.0
10312,10312,500,500.0
10313,10313,500,500.0
10314,10314,500,500.0
10315,10315,500,500.0
10316,10316,500,500.0
10317,10317,500,500.0
10318,10318,500,500.0
10319,10319,500,500.0
10320,10320,500,500.0
10321,10321,500,500.0
10322,10322,500,500.0
10323,10323,500,500.0
10324,10324,500,500.0
10325,10325,500,500.0
10326,10326,500,500.0
10327,10327,500,500.0
10328,10328,500,500.0
10329,10329,500,500.0
10330,10330,500,500.0
10331,10331,500,500.0
10332,10332,500,500.0
10333,10333,500,500.0
10334,10334,500,500.0
10335,10335,500,500.0
10336,10336,500,500.0
10337,10337,500,500.0
10338,10338,500,500.0
10339,10339,500,500.0
10340,10340,500,500.0
10341,10341,500,500.0
10342,10342,500,500.0
10343,10343,500,500.0
10344,10344,500,500.0
10345,10345,500,500.0
10346,10346,500,500.0
10347,10347,500,500.0
10348,10348,500,500.0
10349,10349,500,500.0
10350,10350,500,500.0
10351,10351,500,500.0
10352,10352,500,500.0
10353,10353,500,500.0
10354,10354,500,500.0
10355,10355,500,500.0
10356,10356,500,500.0
10357,10357,500,500.0
10358,10358,500,500.0
10359,10359,500,500.0
10360,10360,500,500.0
10361,10361,500,500.0
10362,10362,500,500.0
10363,10363,500,500.0
10364,10364,500,500.0
10365,10365,500,500.0
10366,10366,500,500.0
10367,10367,500,500.0
10368,10368,500,500.0
10369,10369,500,500.0
10370,10370,500,500.0
10371,10371,500,500.0
10372,10372,500,500.0
10373,10373,500,500.0
10374,10374,500,500.0
10375,10375,500,500.0
10376,10376,500,500.0
10377,10377,500,500.0
10378,10378,500,500.0
10379,10379,500,500.0
10380,10380,500,500.0
10381,10381,500,500.0
10382,10382,500,500.0
10383,10383,500,500.0
10384,10384,500,500.0
10385,10385,500,500.0
10386,10386,500,500.0
10387,10387,500,500.0
10388,10388,500,500.0
10389,10389,500,500.0
10390,10390,500,500.0
10391,10391,500,500.0
10392,10392,500,500.0
10393,10393,500,500.0
10394,10394,500,500.0
