,episode,actions,rewards
4529,4529,500,500.0
4530,4530,500,500.0
4531,4531,500,500.0
4532,4532,500,500.0
4533,4533,500,500.0
4534,4534,500,500.0
4535,4535,500,500.0
4536,4536,500,500.0
4537,4537,500,500.0
4538,4538,500,500.0
4539,4539,500,500.0
4540,4540,500,500.0
4541,4541,500,500.0
4542,4542,500,500.0
4543,4543,474,474.0
4544,4544,470,470.0
4545,4545,500,500.0
4546,4546,500,500.0
4547,4547,500,500.0
4548,4548,101,101.0
4549,4549,500,500.0
4550,4550,216,216.0
4551,4551,500,500.0
4552,4552,500,500.0
4553,4553,500,500.0
4554,4554,500,500.0
4555,4555,210,210.0
4556,4556,278,278.0
4557,4557,500,500.0
4558,4558,500,500.0
4559,4559,500,500.0
4560,4560,500,500.0
4561,4561,500,500.0
4562,4562,500,500.0
4563,4563,500,500.0
4564,4564,491,491.0
4565,4565,500,500.0
4566,4566,500,500.0
4567,4567,500,500.0
4568,4568,500,500.0
4569,4569,500,500.0
4570,4570,500,500.0
4571,4571,500,500.0
4572,4572,500,500.0
4573,4573,500,500.0
4574,4574,500,500.0
4575,4575,500,500.0
4576,4576,500,500.0
4577,4577,500,500.0
4578,4578,500,500.0
4579,4579,500,500.0
4580,4580,500,500.0
4581,4581,500,500.0
4582,4582,500,500.0
4583,4583,500,500.0
4584,4584,500,500.0
4585,4585,500,500.0
4586,4586,500,500.0
4587,4587,500,500.0
4588,4588,500,500.0
4589,4589,500,500.0
4590,4590,500,500.0
4591,4591,500,500.0
4592,4592,500,500.0
4593,4593,500,500.0
4594,4594,500,500.0
4595,4595,500,500.0
4596,4596,500,500.0
4597,4597,500,500.0
4598,4598,500,500.0
4599,4599,500,500.0
4600,4600,500,500.0
4601,4601,434,434.0
4602,4602,500,500.0
4603,4603,500,500.0
4604,4604,500,500.0
4605,4605,500,500.0
4606,4606,500,500.0
4607,4607,500,500.0
4608,4608,500,500.0
4609,4609,500,500.0
4610,4610,500,500.0
4611,4611,500,500.0
4612,4612,500,500.0
4613,4613,500,500.0
4614,4614,500,500.0
4615,4615,500,500.0
4616,4616,500,500.0
4617,4617,500,500.0
4618,4618,500,500.0
4619,4619,500,500.0
4620,4620,500,500.0
4621,4621,500,500.0
4622,4622,500,500.0
4623,4623,500,500.0
4624,4624,500,500.0
4625,4625,500,500.0
4626,4626,500,500.0
4627,4627,500,500.0
4628,4628,500,500.0
4629,4629,500,500.0
4630,4630,500,500.0
4631,4631,500,500.0
4632,4632,500,500.0
4633,4633,500,500.0
4634,4634,500,500.0
4635,4635,500,500.0
4636,4636,500,500.0
4637,4637,500,500.0
4638,4638,500,500.0
4639,4639,500,500.0
4640,4640,500,500.0
4641,4641,500,500.0
4642,4642,500,500.0
4643,4643,500,500.0
4644,4644,500,500.0
4645,4645,500,500.0
4646,4646,500,500.0
4647,4647,500,500.0
4648,4648,500,500.0
4649,4649,500,500.0
4650,4650,500,500.0
4651,4651,500,500.0
4652,4652,500,500.0
4653,4653,500,500.0
4654,4654,500,500.0
4655,4655,500,500.0
4656,4656,500,500.0
4657,4657,500,500.0
4658,4658,500,500.0
4659,4659,500,500.0
4660,4660,500,500.0
4661,4661,500,500.0
4662,4662,500,500.0
4663,4663,500,500.0
4664,4664,500,500.0
4665,4665,500,500.0
4666,4666,500,500.0
4667,4667,500,500.0
4668,4668,500,500.0
4669,4669,500,500.0
4670,4670,500,500.0
4671,4671,500,500.0
4672,4672,500,500.0
4673,4673,500,500.0
4674,4674,500,500.0
4675,4675,500,500.0
4676,4676,500,500.0
4677,4677,500,500.0
4678,4678,500,500.0
4679,4679,500,500.0
4680,4680,500,500.0
4681,4681,500,500.0
4682,4682,500,500.0
4683,4683,500,500.0
4684,4684,500,500.0
4685,4685,500,500.0
4686,4686,500,500.0
4687,4687,500,500.0
4688,4688,500,500.0
4689,4689,500,500.0
4690,4690,500,500.0
4691,4691,500,500.0
4692,4692,500,500.0
4693,4693,500,500.0
4694,4694,500,500.0
4695,4695,500,500.0
4696,4696,500,500.0
4697,4697,500,500.0
4698,4698,500,500.0
4699,4699,500,500.0
4700,4700,500,500.0
4701,4701,500,500.0
4702,4702,500,500.0
4703,4703,500,500.0
4704,4704,500,500.0
4705,4705,500,500.0
4706,4706,500,500.0
4707,4707,500,500.0
4708,4708,500,500.0
4709,4709,500,500.0
4710,4710,500,500.0
4711,4711,500,500.0
4712,4712,500,500.0
4713,4713,500,500.0
4714,4714,500,500.0
4715,4715,500,500.0
4716,4716,500,500.0
4717,4717,500,500.0
4718,4718,500,500.0
4719,4719,500,500.0
4720,4720,500,500.0
4721,4721,500,500.0
4722,4722,500,500.0
4723,4723,500,500.0
4724,4724,500,500.0
4725,4725,500,500.0
4726,4726,500,500.0
4727,4727,500,500.0
4728,4728,500,500.0
4729,4729,500,500.0
4730,4730,500,500.0
4731,4731,500,500.0
4732,4732,500,500.0
4733,4733,500,500.0
4734,4734,500,500.0
4735,4735,500,500.0
4736,4736,500,500.0
4737,4737,500,500.0
4738,4738,500,500.0
4739,4739,18,18.0
4740,4740,500,500.0
4741,4741,500,500.0
4742,4742,500,500.0
4743,4743,18,18.0
4744,4744,500,500.0
4745,4745,500,500.0
4746,4746,500,500.0
4747,4747,500,500.0
4748,4748,500,500.0
4749,4749,500,500.0
4750,4750,500,500.0
4751,4751,500,500.0
4752,4752,500,500.0
4753,4753,500,500.0
4754,4754,500,500.0
4755,4755,500,500.0
4756,4756,500,500.0
4757,4757,500,500.0
4758,4758,500,500.0
4759,4759,500,500.0
4760,4760,500,500.0
4761,4761,500,500.0
4762,4762,500,500.0
4763,4763,500,500.0
4764,4764,500,500.0
4765,4765,500,500.0
4766,4766,500,500.0
4767,4767,500,500.0
4768,4768,500,500.0
4769,4769,500,500.0
4770,4770,500,500.0
4771,4771,500,500.0
4772,4772,500,500.0
4773,4773,500,500.0
4774,4774,500,500.0
4775,4775,500,500.0
4776,4776,500,500.0
4777,4777,500,500.0
4778,4778,500,500.0
4779,4779,18,18.0
4780,4780,500,500.0
4781,4781,500,500.0
4782,4782,500,500.0
4783,4783,500,500.0
4784,4784,500,500.0
4785,4785,500,500.0
4786,4786,500,500.0
4787,4787,500,500.0
4788,4788,500,500.0
4789,4789,500,500.0
4790,4790,500,500.0
4791,4791,500,500.0
4792,4792,500,500.0
4793,4793,500,500.0
4794,4794,500,500.0
4795,4795,500,500.0
4796,4796,500,500.0
4797,4797,500,500.0
4798,4798,500,500.0
4799,4799,500,500.0
4800,4800,500,500.0
4801,4801,500,500.0
4802,4802,500,500.0
4803,4803,500,500.0
4804,4804,500,500.0
4805,4805,500,500.0
4806,4806,500,500.0
4807,4807,500,500.0
4808,4808,500,500.0
4809,4809,500,500.0
4810,4810,500,500.0
4811,4811,500,500.0
4812,4812,500,500.0
4813,4813,500,500.0
4814,4814,500,500.0
4815,4815,500,500.0
4816,4816,500,500.0
4817,4817,500,500.0
4818,4818,500,500.0
4819,4819,500,500.0
4820,4820,500,500.0
4821,4821,500,500.0
4822,4822,500,500.0
4823,4823,500,500.0
4824,4824,500,500.0
4825,4825,500,500.0
4826,4826,500,500.0
4827,4827,500,500.0
4828,4828,500,500.0
4829,4829,500,500.0
4830,4830,500,500.0
4831,4831,500,500.0
4832,4832,500,500.0
4833,4833,500,500.0
4834,4834,500,500.0
4835,4835,500,500.0
4836,4836,500,500.0
4837,4837,500,500.0
4838,4838,500,500.0
4839,4839,500,500.0
4840,4840,500,500.0
4841,4841,500,500.0
4842,4842,500,500.0
4843,4843,500,500.0
4844,4844,500,500.0
4845,4845,500,500.0
4846,4846,500,500.0
4847,4847,500,500.0
4848,4848,500,500.0
4849,4849,500,500.0
4850,4850,500,500.0
4851,4851,500,500.0
4852,4852,500,500.0
4853,4853,500,500.0
4854,4854,500,500.0
4855,4855,500,500.0
4856,4856,500,500.0
4857,4857,500,500.0
4858,4858,500,500.0
4859,4859,500,500.0
4860,4860,500,500.0
4861,4861,500,500.0
4862,4862,500,500.0
4863,4863,500,500.0
4864,4864,500,500.0
4865,4865,500,500.0
4866,4866,500,500.0
4867,4867,500,500.0
4868,4868,500,500.0
4869,4869,500,500.0
4870,4870,500,500.0
4871,4871,500,500.0
4872,4872,500,500.0
4873,4873,500,500.0
4874,4874,500,500.0
4875,4875,500,500.0
4876,4876,500,500.0
4877,4877,500,500.0
4878,4878,500,500.0
4879,4879,500,500.0
4880,4880,500,500.0
4881,4881,500,500.0
4882,4882,500,500.0
4883,4883,500,500.0
4884,4884,500,500.0
4885,4885,500,500.0
4886,4886,500,500.0
4887,4887,500,500.0
4888,4888,500,500.0
4889,4889,500,500.0
4890,4890,500,500.0
4891,4891,500,500.0
4892,4892,500,500.0
4893,4893,500,500.0
4894,4894,500,500.0
4895,4895,500,500.0
4896,4896,500,500.0
4897,4897,500,500.0
4898,4898,500,500.0
4899,4899,500,500.0
4900,4900,500,500.0
4901,4901,500,500.0
4902,4902,500,500.0
4903,4903,500,500.0
4904,4904,500,500.0
4905,4905,500,500.0
4906,4906,500,500.0
4907,4907,500,500.0
4908,4908,500,500.0
4909,4909,500,500.0
4910,4910,500,500.0
4911,4911,500,500.0
4912,4912,500,500.0
4913,4913,500,500.0
4914,4914,500,500.0
4915,4915,500,500.0
4916,4916,500,500.0
4917,4917,500,500.0
4918,4918,500,500.0
4919,4919,500,500.0
4920,4920,500,500.0
4921,4921,500,500.0
4922,4922,500,500.0
4923,4923,500,500.0
4924,4924,500,500.0
4925,4925,500,500.0
4926,4926,500,500.0
4927,4927,500,500.0
4928,4928,500,500.0
4929,4929,500,500.0
4930,4930,500,500.0
4931,4931,500,500.0
4932,4932,500,500.0
4933,4933,500,500.0
4934,4934,500,500.0
4935,4935,500,500.0
4936,4936,500,500.0
4937,4937,500,500.0
4938,4938,500,500.0
4939,4939,500,500.0
4940,4940,500,500.0
4941,4941,500,500.0
4942,4942,500,500.0
4943,4943,500,500.0
4944,4944,500,500.0
4945,4945,500,500.0
4946,4946,500,500.0
4947,4947,500,500.0
4948,4948,500,500.0
4949,4949,500,500.0
4950,4950,500,500.0
4951,4951,500,500.0
4952,4952,500,500.0
4953,4953,500,500.0
4954,4954,500,500.0
4955,4955,500,500.0
4956,4956,500,500.0
4957,4957,500,500.0
4958,4958,500,500.0
4959,4959,500,500.0
4960,4960,500,500.0
4961,4961,500,500.0
4962,4962,500,500.0
4963,4963,500,500.0
4964,4964,500,500.0
4965,4965,500,500.0
4966,4966,500,500.0
4967,4967,500,500.0
4968,4968,500,500.0
4969,4969,500,500.0
4970,4970,500,500.0
4971,4971,500,500.0
4972,4972,500,500.0
4973,4973,500,500.0
4974,4974,500,500.0
4975,4975,500,500.0
4976,4976,500,500.0
4977,4977,500,500.0
4978,4978,500,500.0
4979,4979,500,500.0
4980,4980,500,500.0
4981,4981,500,500.0
4982,4982,500,500.0
4983,4983,500,500.0
4984,4984,500,500.0
4985,4985,500,500.0
4986,4986,500,500.0
4987,4987,500,500.0
4988,4988,500,500.0
4989,4989,500,500.0
4990,4990,500,500.0
4991,4991,500,500.0
4992,4992,500,500.0
4993,4993,500,500.0
4994,4994,500,500.0
4995,4995,500,500.0
4996,4996,500,500.0
4997,4997,500,500.0
4998,4998,500,500.0
4999,4999,500,500.0
5000,5000,500,500.0
5001,5001,500,500.0
5002,5002,500,500.0
5003,5003,500,500.0
5004,5004,500,500.0
5005,5005,500,500.0
5006,5006,500,500.0
5007,5007,500,500.0
5008,5008,500,500.0
5009,5009,500,500.0
5010,5010,500,500.0
5011,5011,500,500.0
5012,5012,500,500.0
5013,5013,500,500.0
5014,5014,500,500.0
5015,5015,500,500.0
5016,5016,500,500.0
5017,5017,500,500.0
5018,5018,500,500.0
5019,5019,500,500.0
5020,5020,500,500.0
5021,5021,500,500.0
5022,5022,500,500.0
5023,5023,500,500.0
5024,5024,500,500.0
5025,5025,500,500.0
5026,5026,500,500.0
5027,5027,500,500.0
5028,5028,500,500.0
5029,5029,500,500.0
5030,5030,500,500.0
5031,5031,500,500.0
5032,5032,500,500.0
5033,5033,500,500.0
5034,5034,500,500.0
5035,5035,500,500.0
5036,5036,500,500.0
5037,5037,500,500.0
5038,5038,500,500.0
5039,5039,500,500.0
5040,5040,500,500.0
5041,5041,500,500.0
5042,5042,500,500.0
5043,5043,500,500.0
5044,5044,500,500.0
5045,5045,500,500.0
5046,5046,500,500.0
5047,5047,500,500.0
5048,5048,500,500.0
5049,5049,500,500.0
5050,5050,500,500.0
5051,5051,500,500.0
5052,5052,500,500.0
5053,5053,500,500.0
5054,5054,500,500.0
5055,5055,500,500.0
5056,5056,500,500.0
5057,5057,500,500.0
5058,5058,500,500.0
5059,5059,500,500.0
5060,5060,500,500.0
5061,5061,500,500.0
5062,5062,500,500.0
5063,5063,500,500.0
5064,5064,500,500.0
5065,5065,500,500.0
5066,5066,500,500.0
5067,5067,500,500.0
5068,5068,17,17.0
5069,5069,500,500.0
5070,5070,500,500.0
5071,5071,500,500.0
5072,5072,500,500.0
5073,5073,500,500.0
5074,5074,500,500.0
5075,5075,500,500.0
5076,5076,500,500.0
5077,5077,500,500.0
5078,5078,500,500.0
5079,5079,500,500.0
5080,5080,500,500.0
5081,5081,500,500.0
5082,5082,500,500.0
5083,5083,500,500.0
5084,5084,500,500.0
5085,5085,500,500.0
5086,5086,500,500.0
5087,5087,500,500.0
5088,5088,500,500.0
5089,5089,500,500.0
5090,5090,500,500.0
5091,5091,500,500.0
5092,5092,500,500.0
5093,5093,500,500.0
5094,5094,500,500.0
5095,5095,500,500.0
5096,5096,500,500.0
5097,5097,500,500.0
5098,5098,500,500.0
5099,5099,500,500.0
5100,5100,500,500.0
5101,5101,500,500.0
5102,5102,500,500.0
5103,5103,500,500.0
5104,5104,500,500.0
5105,5105,500,500.0
5106,5106,500,500.0
5107,5107,500,500.0
5108,5108,500,500.0
5109,5109,500,500.0
5110,5110,500,500.0
5111,5111,500,500.0
5112,5112,500,500.0
5113,5113,500,500.0
5114,5114,500,500.0
5115,5115,500,500.0
5116,5116,500,500.0
5117,5117,500,500.0
5118,5118,500,500.0
5119,5119,500,500.0
5120,5120,500,500.0
5121,5121,500,500.0
5122,5122,500,500.0
5123,5123,500,500.0
5124,5124,500,500.0
5125,5125,500,500.0
5126,5126,500,500.0
5127,5127,500,500.0
5128,5128,500,500.0
5129,5129,500,500.0
5130,5130,500,500.0
5131,5131,500,500.0
5132,5132,500,500.0
5133,5133,500,500.0
5134,5134,500,500.0
5135,5135,17,17.0
5136,5136,500,500.0
5137,5137,500,500.0
5138,5138,500,500.0
5139,5139,500,500.0
5140,5140,500,500.0
5141,5141,500,500.0
5142,5142,500,500.0
5143,5143,500,500.0
5144,5144,500,500.0
5145,5145,500,500.0
5146,5146,500,500.0
5147,5147,500,500.0
5148,5148,500,500.0
5149,5149,500,500.0
5150,5150,500,500.0
5151,5151,500,500.0
5152,5152,500,500.0
5153,5153,500,500.0
5154,5154,500,500.0
5155,5155,500,500.0
5156,5156,500,500.0
5157,5157,500,500.0
5158,5158,500,500.0
5159,5159,500,500.0
5160,5160,500,500.0
5161,5161,500,500.0
5162,5162,500,500.0
5163,5163,500,500.0
5164,5164,500,500.0
5165,5165,500,500.0
5166,5166,500,500.0
5167,5167,500,500.0
5168,5168,500,500.0
5169,5169,500,500.0
5170,5170,500,500.0
5171,5171,500,500.0
5172,5172,500,500.0
5173,5173,500,500.0
5174,5174,500,500.0
5175,5175,500,500.0
5176,5176,500,500.0
5177,5177,500,500.0
5178,5178,500,500.0
5179,5179,500,500.0
5180,5180,500,500.0
5181,5181,500,500.0
5182,5182,500,500.0
5183,5183,500,500.0
5184,5184,500,500.0
5185,5185,500,500.0
5186,5186,500,500.0
5187,5187,500,500.0
5188,5188,500,500.0
5189,5189,500,500.0
5190,5190,500,500.0
5191,5191,500,500.0
5192,5192,500,500.0
5193,5193,500,500.0
5194,5194,500,500.0
5195,5195,500,500.0
5196,5196,500,500.0
5197,5197,500,500.0
5198,5198,500,500.0
5199,5199,500,500.0
5200,5200,500,500.0
5201,5201,500,500.0
5202,5202,500,500.0
5203,5203,500,500.0
5204,5204,500,500.0
5205,5205,500,500.0
5206,5206,500,500.0
5207,5207,500,500.0
5208,5208,500,500.0
5209,5209,500,500.0
5210,5210,500,500.0
5211,5211,500,500.0
5212,5212,500,500.0
5213,5213,20,20.0
5214,5214,500,500.0
5215,5215,500,500.0
5216,5216,500,500.0
5217,5217,500,500.0
5218,5218,500,500.0
5219,5219,500,500.0
5220,5220,15,15.0
5221,5221,500,500.0
5222,5222,500,500.0
5223,5223,500,500.0
5224,5224,500,500.0
5225,5225,500,500.0
5226,5226,500,500.0
5227,5227,500,500.0
5228,5228,500,500.0
5229,5229,500,500.0
5230,5230,500,500.0
5231,5231,500,500.0
5232,5232,265,265.0
5233,5233,500,500.0
5234,5234,500,500.0
5235,5235,500,500.0
5236,5236,500,500.0
5237,5237,500,500.0
5238,5238,500,500.0
5239,5239,500,500.0
5240,5240,500,500.0
5241,5241,500,500.0
5242,5242,15,15.0
5243,5243,500,500.0
5244,5244,484,484.0
5245,5245,500,500.0
5246,5246,500,500.0
5247,5247,500,500.0
5248,5248,500,500.0
5249,5249,489,489.0
5250,5250,500,500.0
5251,5251,500,500.0
5252,5252,500,500.0
5253,5253,500,500.0
5254,5254,500,500.0
5255,5255,500,500.0
5256,5256,500,500.0
5257,5257,500,500.0
5258,5258,500,500.0
5259,5259,500,500.0
5260,5260,500,500.0
5261,5261,500,500.0
5262,5262,19,19.0
5263,5263,500,500.0
5264,5264,500,500.0
5265,5265,500,500.0
5266,5266,500,500.0
5267,5267,500,500.0
5268,5268,500,500.0
5269,5269,500,500.0
5270,5270,500,500.0
5271,5271,500,500.0
5272,5272,500,500.0
5273,5273,500,500.0
5274,5274,500,500.0
5275,5275,500,500.0
5276,5276,500,500.0
5277,5277,500,500.0
5278,5278,500,500.0
5279,5279,500,500.0
5280,5280,500,500.0
5281,5281,500,500.0
5282,5282,500,500.0
5283,5283,500,500.0
5284,5284,500,500.0
5285,5285,500,500.0
5286,5286,500,500.0
5287,5287,500,500.0
5288,5288,500,500.0
5289,5289,500,500.0
5290,5290,500,500.0
5291,5291,500,500.0
5292,5292,500,500.0
5293,5293,500,500.0
5294,5294,500,500.0
5295,5295,500,500.0
5296,5296,500,500.0
5297,5297,500,500.0
5298,5298,500,500.0
5299,5299,500,500.0
5300,5300,500,500.0
5301,5301,500,500.0
5302,5302,500,500.0
5303,5303,500,500.0
5304,5304,17,17.0
5305,5305,12,12.0
5306,5306,15,15.0
5307,5307,500,500.0
5308,5308,500,500.0
5309,5309,16,16.0
5310,5310,500,500.0
5311,5311,500,500.0
5312,5312,12,12.0
5313,5313,500,500.0
5314,5314,500,500.0
5315,5315,500,500.0
5316,5316,500,500.0
5317,5317,500,500.0
5318,5318,500,500.0
5319,5319,500,500.0
5320,5320,500,500.0
5321,5321,500,500.0
5322,5322,500,500.0
5323,5323,500,500.0
5324,5324,500,500.0
5325,5325,500,500.0
5326,5326,500,500.0
5327,5327,500,500.0
5328,5328,500,500.0
5329,5329,500,500.0
5330,5330,500,500.0
5331,5331,17,17.0
5332,5332,500,500.0
5333,5333,500,500.0
5334,5334,500,500.0
5335,5335,500,500.0
5336,5336,500,500.0
5337,5337,500,500.0
5338,5338,500,500.0
5339,5339,500,500.0
5340,5340,500,500.0
5341,5341,500,500.0
5342,5342,500,500.0
5343,5343,500,500.0
5344,5344,500,500.0
5345,5345,500,500.0
5346,5346,500,500.0
5347,5347,500,500.0
5348,5348,500,500.0
5349,5349,500,500.0
5350,5350,500,500.0
5351,5351,16,16.0
5352,5352,15,15.0
5353,5353,500,500.0
5354,5354,500,500.0
5355,5355,500,500.0
5356,5356,500,500.0
5357,5357,500,500.0
5358,5358,500,500.0
5359,5359,500,500.0
5360,5360,500,500.0
5361,5361,500,500.0
5362,5362,500,500.0
5363,5363,500,500.0
5364,5364,500,500.0
5365,5365,500,500.0
5366,5366,500,500.0
5367,5367,500,500.0
5368,5368,500,500.0
5369,5369,500,500.0
5370,5370,500,500.0
5371,5371,500,500.0
5372,5372,18,18.0
5373,5373,500,500.0
5374,5374,500,500.0
5375,5375,500,500.0
5376,5376,500,500.0
5377,5377,500,500.0
5378,5378,500,500.0
5379,5379,12,12.0
5380,5380,500,500.0
5381,5381,500,500.0
5382,5382,500,500.0
5383,5383,500,500.0
5384,5384,500,500.0
5385,5385,500,500.0
5386,5386,500,500.0
5387,5387,500,500.0
5388,5388,500,500.0
5389,5389,500,500.0
5390,5390,500,500.0
5391,5391,500,500.0
5392,5392,500,500.0
5393,5393,500,500.0
5394,5394,500,500.0
5395,5395,500,500.0
5396,5396,500,500.0
5397,5397,500,500.0
5398,5398,500,500.0
5399,5399,500,500.0
5400,5400,500,500.0
5401,5401,500,500.0
5402,5402,14,14.0
5403,5403,500,500.0
5404,5404,500,500.0
5405,5405,500,500.0
5406,5406,500,500.0
5407,5407,500,500.0
5408,5408,500,500.0
5409,5409,500,500.0
5410,5410,500,500.0
5411,5411,500,500.0
5412,5412,500,500.0
5413,5413,500,500.0
5414,5414,500,500.0
5415,5415,500,500.0
5416,5416,500,500.0
5417,5417,500,500.0
5418,5418,500,500.0
5419,5419,500,500.0
5420,5420,500,500.0
5421,5421,500,500.0
5422,5422,500,500.0
5423,5423,500,500.0
5424,5424,500,500.0
5425,5425,500,500.0
5426,5426,500,500.0
5427,5427,500,500.0
5428,5428,500,500.0
5429,5429,500,500.0
5430,5430,500,500.0
5431,5431,500,500.0
5432,5432,500,500.0
5433,5433,500,500.0
5434,5434,500,500.0
5435,5435,500,500.0
5436,5436,500,500.0
5437,5437,500,500.0
5438,5438,500,500.0
5439,5439,500,500.0
5440,5440,500,500.0
5441,5441,500,500.0
5442,5442,500,500.0
5443,5443,500,500.0
5444,5444,500,500.0
5445,5445,500,500.0
5446,5446,500,500.0
5447,5447,500,500.0
5448,5448,500,500.0
5449,5449,500,500.0
5450,5450,500,500.0
5451,5451,500,500.0
5452,5452,500,500.0
5453,5453,500,500.0
5454,5454,500,500.0
5455,5455,500,500.0
5456,5456,500,500.0
5457,5457,500,500.0
5458,5458,500,500.0
5459,5459,500,500.0
5460,5460,500,500.0
5461,5461,500,500.0
5462,5462,500,500.0
5463,5463,500,500.0
5464,5464,500,500.0
5465,5465,500,500.0
5466,5466,500,500.0
5467,5467,500,500.0
5468,5468,500,500.0
5469,5469,500,500.0
5470,5470,500,500.0
5471,5471,500,500.0
5472,5472,500,500.0
5473,5473,500,500.0
5474,5474,500,500.0
5475,5475,500,500.0
5476,5476,500,500.0
5477,5477,500,500.0
5478,5478,500,500.0
5479,5479,500,500.0
5480,5480,500,500.0
5481,5481,500,500.0
5482,5482,500,500.0
5483,5483,500,500.0
5484,5484,500,500.0
5485,5485,500,500.0
5486,5486,500,500.0
5487,5487,500,500.0
5488,5488,500,500.0
5489,5489,500,500.0
5490,5490,500,500.0
5491,5491,500,500.0
5492,5492,500,500.0
5493,5493,500,500.0
5494,5494,500,500.0
5495,5495,500,500.0
5496,5496,500,500.0
5497,5497,500,500.0
5498,5498,500,500.0
5499,5499,500,500.0
5500,5500,500,500.0
5501,5501,500,500.0
5502,5502,500,500.0
5503,5503,500,500.0
5504,5504,500,500.0
5505,5505,500,500.0
5506,5506,500,500.0
5507,5507,500,500.0
5508,5508,500,500.0
5509,5509,500,500.0
5510,5510,500,500.0
5511,5511,500,500.0
5512,5512,500,500.0
5513,5513,500,500.0
5514,5514,500,500.0
5515,5515,500,500.0
5516,5516,500,500.0
5517,5517,500,500.0
5518,5518,500,500.0
5519,5519,500,500.0
5520,5520,500,500.0
5521,5521,500,500.0
5522,5522,500,500.0
5523,5523,500,500.0
5524,5524,500,500.0
5525,5525,500,500.0
5526,5526,500,500.0
5527,5527,500,500.0
5528,5528,500,500.0
5529,5529,500,500.0
5530,5530,500,500.0
5531,5531,500,500.0
5532,5532,500,500.0
5533,5533,500,500.0
5534,5534,500,500.0
5535,5535,500,500.0
5536,5536,500,500.0
5537,5537,500,500.0
5538,5538,500,500.0
5539,5539,500,500.0
5540,5540,500,500.0
5541,5541,500,500.0
5542,5542,500,500.0
5543,5543,500,500.0
5544,5544,500,500.0
5545,5545,500,500.0
5546,5546,500,500.0
5547,5547,500,500.0
5548,5548,500,500.0
5549,5549,500,500.0
5550,5550,500,500.0
5551,5551,500,500.0
5552,5552,500,500.0
5553,5553,500,500.0
5554,5554,500,500.0
5555,5555,500,500.0
5556,5556,500,500.0
5557,5557,500,500.0
5558,5558,500,500.0
5559,5559,500,500.0
5560,5560,500,500.0
5561,5561,500,500.0
5562,5562,500,500.0
5563,5563,500,500.0
5564,5564,500,500.0
5565,5565,500,500.0
5566,5566,500,500.0
5567,5567,500,500.0
5568,5568,500,500.0
5569,5569,500,500.0
5570,5570,500,500.0
5571,5571,500,500.0
5572,5572,500,500.0
5573,5573,500,500.0
5574,5574,500,500.0
5575,5575,500,500.0
5576,5576,500,500.0
5577,5577,500,500.0
5578,5578,500,500.0
5579,5579,500,500.0
5580,5580,500,500.0
5581,5581,500,500.0
5582,5582,500,500.0
5583,5583,500,500.0
5584,5584,500,500.0
5585,5585,500,500.0
5586,5586,500,500.0
5587,5587,500,500.0
5588,5588,500,500.0
5589,5589,500,500.0
5590,5590,500,500.0
5591,5591,500,500.0
5592,5592,500,500.0
5593,5593,500,500.0
5594,5594,500,500.0
5595,5595,500,500.0
5596,5596,500,500.0
5597,5597,500,500.0
5598,5598,500,500.0
5599,5599,500,500.0
5600,5600,500,500.0
5601,5601,500,500.0
5602,5602,500,500.0
5603,5603,500,500.0
5604,5604,500,500.0
5605,5605,500,500.0
5606,5606,500,500.0
5607,5607,500,500.0
5608,5608,500,500.0
5609,5609,500,500.0
5610,5610,500,500.0
5611,5611,500,500.0
5612,5612,500,500.0
5613,5613,500,500.0
5614,5614,500,500.0
5615,5615,500,500.0
5616,5616,500,500.0
5617,5617,500,500.0
5618,5618,500,500.0
